"ligand_symbol","ligand_ENSG","receptor_symbol","receptor_ENSG"
"CCL7","ENSG00000108688","CXCR3","ENSG00000186810"
"CCL8","ENSG00000108700","ACKR2","ENSG00000144648"
"CCL8","ENSG00000108700","ACKR4","ENSG00000129048"
"CCL8","ENSG00000108700","CCR1","ENSG00000163823"
"CCL8","ENSG00000108700","CCR2","ENSG00000121807"
"CCL8","ENSG00000108700","CCR3","ENSG00000183625"
"CCL8","ENSG00000108700","CCR5","ENSG00000160791"
"CD14","ENSG00000170458","ITGA4","ENSG00000115232"
"CD14","ENSG00000170458","ITGB1","ENSG00000150093"
"CD55","ENSG00000196352","CR1","ENSG00000203710"
"CD5L","ENSG00000073754","CD5","ENSG00000110448"
"CEL","ENSG00000170835","CXCR4","ENSG00000121966"
"CFH","ENSG00000000971","ITGAM","ENSG00000169896"
"CFH","ENSG00000000971","SELL","ENSG00000188404"
"CGA","ENSG00000135346","FSHR","ENSG00000170820"
"CGA","ENSG00000135346","LHCGR","ENSG00000138039"
"CGA","ENSG00000135346","SIRPA","ENSG00000198053"
"CGA","ENSG00000135346","TSHR","ENSG00000165409"
"CGB8","ENSG00000213030","SIRPA","ENSG00000198053"
"CHAD","ENSG00000136457","ITGA2","ENSG00000164171"
"CHAD","ENSG00000136457","ITGB1","ENSG00000150093"
"CLCF1","ENSG00000175505","CNTFR","ENSG00000122756"
"CLCF1","ENSG00000175505","CRLF1","ENSG00000006016"
"CLCF1","ENSG00000175505","IL6ST","ENSG00000134352"
"CLCF1","ENSG00000175505","LIFR","ENSG00000113594"
"CLEC11A","ENSG00000105472","KIT","ENSG00000157404"
"CLEC3A","ENSG00000166509","CLEC10A","ENSG00000132514"
"CLEC3A","ENSG00000166509","CLEC2B","ENSG00000110852"
"CNTN4","ENSG00000144619","PTPRG","ENSG00000144724"
"COL11A1","ENSG00000060718","DDR1","ENSG00000229767"
"COL11A1","ENSG00000060718","DDR1","ENSG00000230456"
"COL11A1","ENSG00000060718","DDR1","ENSG00000137332"
"COL11A1","ENSG00000060718","DDR1","ENSG00000223680"
"COL11A1","ENSG00000060718","DDR1","ENSG00000234078"
"COL11A1","ENSG00000060718","DDR1","ENSG00000215522"
"COL11A1","ENSG00000060718","DDR1","ENSG00000204580"
"COL11A1","ENSG00000060718","ITGA2","ENSG00000164171"
"COL11A1","ENSG00000060718","ITGB1","ENSG00000150093"
"COL14A1","ENSG00000187955","CD44","ENSG00000026508"
"COL18A1","ENSG00000182871","GPC1","ENSG00000063660"
"COL18A1","ENSG00000182871","GPC4","ENSG00000076716"
"COL18A1","ENSG00000182871","ITGA5","ENSG00000161638"
"COL18A1","ENSG00000182871","ITGB1","ENSG00000150093"
"COL18A1","ENSG00000182871","KDR","ENSG00000128052"
"COL1A1","ENSG00000108821","CD36","ENSG00000135218"
"COL1A1","ENSG00000108821","CD44","ENSG00000026508"
"COL1A1","ENSG00000108821","CD93","ENSG00000125810"
"COL1A1","ENSG00000108821","DDR1","ENSG00000229767"
"COL1A1","ENSG00000108821","DDR1","ENSG00000230456"
"COL1A1","ENSG00000108821","DDR1","ENSG00000137332"
"COL1A1","ENSG00000108821","DDR1","ENSG00000223680"
"COL1A1","ENSG00000108821","DDR1","ENSG00000234078"
"COL1A1","ENSG00000108821","DDR1","ENSG00000215522"
"COL1A1","ENSG00000108821","DDR1","ENSG00000204580"
"COL1A1","ENSG00000108821","DDR2","ENSG00000162733"
"COL1A1","ENSG00000108821","FLT4","ENSG00000037280"
"COL1A1","ENSG00000108821","ITGA1","ENSG00000213949"
"COL1A1","ENSG00000108821","ITGA11","ENSG00000137809"
"COL1A1","ENSG00000108821","ITGA2","ENSG00000164171"
"COL1A1","ENSG00000108821","ITGA5","ENSG00000161638"
"COL1A1","ENSG00000108821","ITGAV","ENSG00000138448"
"COL1A1","ENSG00000108821","ITGB1","ENSG00000150093"
"COL1A1","ENSG00000108821","TMPRSS6","ENSG00000187045"
"COL1A2","ENSG00000164692","CD36","ENSG00000135218"
"COL1A2","ENSG00000164692","CD44","ENSG00000026508"
"COL1A2","ENSG00000164692","CD93","ENSG00000125810"
"COL1A2","ENSG00000164692","FLT4","ENSG00000037280"
"COL1A2","ENSG00000164692","ITGA1","ENSG00000213949"
"COL1A2","ENSG00000164692","ITGA11","ENSG00000137809"
"COL1A2","ENSG00000164692","ITGA2","ENSG00000164171"
"COL1A2","ENSG00000164692","ITGA2B","ENSG00000005961"
"COL1A2","ENSG00000164692","ITGAV","ENSG00000138448"
"COL1A2","ENSG00000164692","ITGB1","ENSG00000150093"
"COL1A2","ENSG00000164692","ITGB3","ENSG00000259207"
"COL2A1","ENSG00000139219","DDR1","ENSG00000229767"
"COL2A1","ENSG00000139219","DDR1","ENSG00000230456"
"COL2A1","ENSG00000139219","DDR1","ENSG00000137332"
"COL2A1","ENSG00000139219","DDR1","ENSG00000223680"
"COL2A1","ENSG00000139219","DDR1","ENSG00000234078"
"COL2A1","ENSG00000139219","DDR1","ENSG00000215522"
"COL2A1","ENSG00000139219","DDR1","ENSG00000204580"
"COL2A1","ENSG00000139219","ITGA1","ENSG00000213949"
"COL2A1","ENSG00000139219","ITGA10","ENSG00000143127"
"COL2A1","ENSG00000139219","ITGA2","ENSG00000164171"
"COL2A1","ENSG00000139219","ITGA2B","ENSG00000005961"
"COL2A1","ENSG00000139219","ITGB1","ENSG00000150093"
"COL2A1","ENSG00000139219","MAG","ENSG00000105695"
"COL2A1","ENSG00000139219","OR1E1","ENSG00000180016"
"COL2A1","ENSG00000139219","TNFRSF10A","ENSG00000104689"
"COL3A1","ENSG00000168542","DDR1","ENSG00000229767"
"COL3A1","ENSG00000168542","DDR1","ENSG00000230456"
"COL3A1","ENSG00000168542","DDR1","ENSG00000137332"
"COL3A1","ENSG00000168542","DDR1","ENSG00000223680"
"COL3A1","ENSG00000168542","DDR1","ENSG00000234078"
"COL3A1","ENSG00000168542","DDR1","ENSG00000215522"
"COL3A1","ENSG00000168542","DDR1","ENSG00000204580"
"COL3A1","ENSG00000168542","DDR2","ENSG00000162733"
"COL3A1","ENSG00000168542","ITGA2","ENSG00000164171"
"COL3A1","ENSG00000168542","ITGB1","ENSG00000150093"
"COL3A1","ENSG00000168542","MAG","ENSG00000105695"
"COL4A1","ENSG00000187498","CD47","ENSG00000196776"
"COL4A1","ENSG00000187498","CD93","ENSG00000125810"
"COL4A1","ENSG00000187498","ITGA1","ENSG00000213949"
"COL4A1","ENSG00000187498","ITGA2","ENSG00000164171"
"COL4A1","ENSG00000187498","ITGAV","ENSG00000138448"
"COL4A1","ENSG00000187498","ITGB1","ENSG00000150093"
"COL4A1","ENSG00000187498","ITGB8","ENSG00000105855"
"COL4A2","ENSG00000134871","CD93","ENSG00000125810"
"COL4A3","ENSG00000169031","CD47","ENSG00000196776"
"COL4A3","ENSG00000169031","CD93","ENSG00000125810"
"COL4A3","ENSG00000169031","ITGA1","ENSG00000213949"
"COL4A3","ENSG00000169031","ITGA2","ENSG00000164171"
"COL4A3","ENSG00000169031","ITGAV","ENSG00000138448"
"COL4A3","ENSG00000169031","ITGB1","ENSG00000150093"
"COL4A4","ENSG00000081052","CD47","ENSG00000196776"
"COL4A4","ENSG00000081052","CD93","ENSG00000125810"
"COL4A4","ENSG00000081052","ITGA1","ENSG00000213949"
"COL4A4","ENSG00000081052","ITGA2","ENSG00000164171"
"COL4A4","ENSG00000081052","ITGAV","ENSG00000138448"
"COL4A4","ENSG00000081052","ITGB1","ENSG00000150093"
"COL4A5","ENSG00000188153","CD47","ENSG00000196776"
"COL4A5","ENSG00000188153","CD93","ENSG00000125810"
"COL4A5","ENSG00000188153","ITGA1","ENSG00000213949"
"COL4A5","ENSG00000188153","ITGA2","ENSG00000164171"
"COL4A5","ENSG00000188153","ITGAV","ENSG00000138448"
"COL4A5","ENSG00000188153","ITGB1","ENSG00000150093"
"COL4A6","ENSG00000197565","CD47","ENSG00000196776"
"COL4A6","ENSG00000197565","CD93","ENSG00000125810"
"COL4A6","ENSG00000197565","ITGA1","ENSG00000213949"
"COL4A6","ENSG00000197565","ITGA2","ENSG00000164171"
"COL4A6","ENSG00000197565","ITGAV","ENSG00000138448"
"COL4A6","ENSG00000197565","ITGB1","ENSG00000150093"
"COL5A1","ENSG00000130635","ITGA1","ENSG00000213949"
"COL5A1","ENSG00000130635","ITGB1","ENSG00000150093"
"COL5A1","ENSG00000130635","SDC3","ENSG00000162512"
"COL5A2","ENSG00000204262","DDR1","ENSG00000229767"
"COL5A2","ENSG00000204262","DDR1","ENSG00000230456"
"COL5A2","ENSG00000204262","DDR1","ENSG00000137332"
"COL5A2","ENSG00000204262","DDR1","ENSG00000223680"
"COL5A2","ENSG00000204262","DDR1","ENSG00000234078"
"COL5A2","ENSG00000204262","DDR1","ENSG00000215522"
"COL5A2","ENSG00000204262","DDR1","ENSG00000204580"
"COL5A2","ENSG00000204262","ITGA1","ENSG00000213949"
"COL5A2","ENSG00000204262","ITGB1","ENSG00000150093"
"COL5A3","ENSG00000080573","SDC3","ENSG00000162512"
"COL6A1","ENSG00000142156","ITGA1","ENSG00000213949"
"COL6A1","ENSG00000142156","ITGA2","ENSG00000164171"
"COL6A1","ENSG00000142156","ITGA6","ENSG00000091409"
"COL6A1","ENSG00000142156","ITGB1","ENSG00000150093"
"COL6A2","ENSG00000142173","ITGA1","ENSG00000213949"
"COL6A2","ENSG00000142173","ITGA2","ENSG00000164171"
"COL6A2","ENSG00000142173","ITGB1","ENSG00000150093"
"COL6A3","ENSG00000163359","ITGA1","ENSG00000213949"
"COL6A3","ENSG00000163359","ITGA2","ENSG00000164171"
"COL6A3","ENSG00000163359","ITGB1","ENSG00000150093"
"COL7A1","ENSG00000114270","ITGA2","ENSG00000164171"
"COL7A1","ENSG00000114270","ITGB1","ENSG00000150093"
"COL8A1","ENSG00000144810","ITGA1","ENSG00000213949"
"COL8A1","ENSG00000144810","ITGA2","ENSG00000164171"
"COL9A1","ENSG00000112280","MAG","ENSG00000105695"
"COL9A2","ENSG00000049089","MAG","ENSG00000105695"
"COL9A3","ENSG00000092758","MAG","ENSG00000105695"
"CORT","ENSG00000241563","GHSR","ENSG00000121853"
"CORT","ENSG00000241563","MRGPRX2","ENSG00000183695"
"CORT","ENSG00000241563","SSTR1","ENSG00000139874"
"CORT","ENSG00000241563","SSTR2","ENSG00000180616"
"CORT","ENSG00000241563","SSTR3","ENSG00000278195"
"CORT","ENSG00000241563","SSTR4","ENSG00000132671"
"CORT","ENSG00000241563","SSTR5","ENSG00000162009"
"CPAMD8","ENSG00000160111","SCTR","ENSG00000080293"
"CP","ENSG00000047457","SLC40A1","ENSG00000138449"
"CRH","ENSG00000147571","CRHR1","ENSG00000276191"
"CRH","ENSG00000147571","CRHR1","ENSG00000278232"
"CRH","ENSG00000147571","CRHR1","ENSG00000120088"
"CRH","ENSG00000147571","CRHR2","ENSG00000106113"
"CRH","ENSG00000147571","MC2R","ENSG00000185231"
"CRP","ENSG00000132693","OLR1","ENSG00000173391"
"CSF1","ENSG00000184371","CSF1R","ENSG00000182578"
"CSF2","ENSG00000164400","CSF1R","ENSG00000182578"
"CSF2","ENSG00000164400","CSF2RA","ENSG00000292357"
"CSF2","ENSG00000164400","CSF2RA","ENSG00000198223"
"CSF2","ENSG00000164400","CSF2RB","ENSG00000100368"
"CSF2","ENSG00000164400","CSF3R","ENSG00000119535"
"CSF2","ENSG00000164400","IL3RA","ENSG00000292332"
"CSF2","ENSG00000164400","IL3RA","ENSG00000185291"
"CSF2","ENSG00000164400","ITGA9","ENSG00000291488"
"CSF2","ENSG00000164400","ITGA9","ENSG00000144668"
"CSF2","ENSG00000164400","ITGB1","ENSG00000150093"
"CSF2","ENSG00000164400","SDC2","ENSG00000169439"
"CSF3","ENSG00000108342","CSF1R","ENSG00000182578"
"CSF3","ENSG00000108342","CSF3R","ENSG00000119535"
"CSH1","ENSG00000136488","PRLR","ENSG00000113494"
"CSH2","ENSG00000213218","PRLR","ENSG00000113494"
"CSHL1","ENSG00000204414","GHR","ENSG00000112964"
"CSHL1","ENSG00000204414","PRLR","ENSG00000113494"
"CTHRC1","ENSG00000164932","FZD3","ENSG00000104290"
"CTHRC1","ENSG00000164932","FZD5","ENSG00000163251"
"CTHRC1","ENSG00000164932","FZD6","ENSG00000164930"
"CX3CL1","ENSG00000006210","CX3CR1","ENSG00000168329"
"CXCL10","ENSG00000169245","CCR3","ENSG00000183625"
"CXCL10","ENSG00000169245","CXCR3","ENSG00000186810"
"CXCL10","ENSG00000169245","SDC4","ENSG00000124145"
"CXCL11","ENSG00000169248","ACKR3","ENSG00000144476"
"CXCL11","ENSG00000169248","CCR3","ENSG00000183625"
"CXCL11","ENSG00000169248","CXCR3","ENSG00000186810"
"CXCL12","ENSG00000107562","ACKR3","ENSG00000144476"
"CXCL12","ENSG00000107562","CCR4","ENSG00000183813"
"CXCL12","ENSG00000107562","CD4","ENSG00000010610"
"CXCL12","ENSG00000107562","CXCR3","ENSG00000186810"
"CXCL12","ENSG00000107562","CXCR4","ENSG00000121966"
"CXCL12","ENSG00000107562","ITGB1","ENSG00000150093"
"CXCL12","ENSG00000107562","SDC4","ENSG00000124145"
"CXCL13","ENSG00000156234","ACKR4","ENSG00000129048"
"CXCL13","ENSG00000156234","CCR10","ENSG00000184451"
"CXCL13","ENSG00000156234","CXCR3","ENSG00000186810"
"CXCL13","ENSG00000156234","CXCR5","ENSG00000160683"
"CXCL13","ENSG00000156234","HTR2A","ENSG00000102468"
"CXCL13","ENSG00000156234","OPRD1","ENSG00000116329"
"CXCL1","ENSG00000163739","CXCR1","ENSG00000163464"
"CXCL1","ENSG00000163739","CXCR2","ENSG00000180871"
"CXCL2","ENSG00000081041","CXCR1","ENSG00000163464"
"CXCL2","ENSG00000081041","CXCR2","ENSG00000180871"
"CXCL2","ENSG00000081041","XCR1","ENSG00000173578"
"CXCL3","ENSG00000163734","CXCR1","ENSG00000163464"
"CXCL3","ENSG00000163734","CXCR2","ENSG00000180871"
"CXCL5","ENSG00000163735","CXCR1","ENSG00000163464"
"CXCL5","ENSG00000163735","CXCR2","ENSG00000180871"
"CXCL6","ENSG00000124875","CXCR1","ENSG00000163464"
"CXCL6","ENSG00000124875","CXCR2","ENSG00000180871"
"CXCL9","ENSG00000138755","CCR3","ENSG00000183625"
"CXCL9","ENSG00000138755","CXCR3","ENSG00000186810"
"DCN","ENSG00000011465","EGFR","ENSG00000146648"
"DCN","ENSG00000011465","ERBB4","ENSG00000178568"
"DCN","ENSG00000011465","MET","ENSG00000105976"
"DEFB103A","ENSG00000176797","CCR6","ENSG00000112486"
"DEFB103B","ENSG00000177243","CCR2","ENSG00000121807"
"DEFB103B","ENSG00000177243","CCR6","ENSG00000112486"
"DEFB1","ENSG00000164825","CCR6","ENSG00000112486"
"DEFB4A","ENSG00000171711","CCR6","ENSG00000112486"
"DEFB4A","ENSG00000171711","TLR4","ENSG00000136869"
"DEFB4B","ENSG00000177257","CCR6","ENSG00000112486"
"DHH","ENSG00000139549","BOC","ENSG00000144857"
"DHH","ENSG00000139549","CDON","ENSG00000064309"
"DHH","ENSG00000139549","HHIP","ENSG00000164161"
"DHH","ENSG00000139549","PTCH1","ENSG00000185920"
"DHH","ENSG00000139549","PTCH2","ENSG00000117425"
"DKK1","ENSG00000107984","KREMEN1","ENSG00000183762"
"DKK1","ENSG00000107984","KREMEN2","ENSG00000131650"
"DKK1","ENSG00000107984","LRP5","ENSG00000162337"
"DKK1","ENSG00000107984","LRP6","ENSG00000281324"
"DKK1","ENSG00000107984","LRP6","ENSG00000070018"
"DKK2","ENSG00000155011","KREMEN2","ENSG00000131650"
"DKK2","ENSG00000155011","LRP6","ENSG00000281324"
"DKK2","ENSG00000155011","LRP6","ENSG00000070018"
"EBI3","ENSG00000105246","IL27RA","ENSG00000288185"
"EBI3","ENSG00000105246","IL27RA","ENSG00000104998"
"EBI3","ENSG00000105246","IL6ST","ENSG00000134352"
"ECM1","ENSG00000143369","CACHD1","ENSG00000158966"
"EDIL3","ENSG00000164176","ITGAV","ENSG00000138448"
"EDIL3","ENSG00000164176","ITGB5","ENSG00000082781"
"EDN1","ENSG00000078401","EDNRA","ENSG00000151617"
"EDN1","ENSG00000078401","EDNRB","ENSG00000136160"
"EDN1","ENSG00000078401","KEL","ENSG00000276615"
"EDN1","ENSG00000078401","KEL","ENSG00000197993"
"EDN2","ENSG00000127129","EDNRA","ENSG00000151617"
"EDN2","ENSG00000127129","EDNRB","ENSG00000136160"
"EDN2","ENSG00000127129","KEL","ENSG00000276615"
"EDN2","ENSG00000127129","KEL","ENSG00000197993"
"EDN3","ENSG00000124205","EDNRA","ENSG00000151617"
"EDN3","ENSG00000124205","EDNRB","ENSG00000136160"
"EDN3","ENSG00000124205","KEL","ENSG00000276615"
"EDN3","ENSG00000124205","KEL","ENSG00000197993"
"EFEMP1","ENSG00000115380","EGFR","ENSG00000146648"
"EFEMP2","ENSG00000172638","AQP1","ENSG00000240583"
"EFEMP2","ENSG00000172638","CATSPER1","ENSG00000175294"
"EFEMP2","ENSG00000172638","LINGO1","ENSG00000169783"
"EFEMP2","ENSG00000172638","PLSCR4","ENSG00000114698"
"EFNA1","ENSG00000169242","EPHA1","ENSG00000284816"
"EFNA1","ENSG00000169242","EPHA1","ENSG00000146904"
"EFNA1","ENSG00000169242","EPHA2","ENSG00000142627"
"EFNA1","ENSG00000169242","EPHA3","ENSG00000044524"
"EFNA1","ENSG00000169242","EPHA4","ENSG00000116106"
"EFNA1","ENSG00000169242","EPHA5","ENSG00000145242"
"EFNA1","ENSG00000169242","EPHA6","ENSG00000080224"
"EFNA1","ENSG00000169242","EPHA7","ENSG00000135333"
"EFNA1","ENSG00000169242","EPHA8","ENSG00000070886"
"EFNA1","ENSG00000169242","EPHB1","ENSG00000154928"
"EFNA1","ENSG00000169242","EPHB6","ENSG00000275482"
"EFNA1","ENSG00000169242","EPHB6","ENSG00000106123"
"EFNA4","ENSG00000243364","EPHA1","ENSG00000284816"
"EFNA4","ENSG00000243364","EPHA1","ENSG00000146904"
"EFNA4","ENSG00000243364","EPHA2","ENSG00000142627"
"EFNA4","ENSG00000243364","EPHA3","ENSG00000044524"
"EFNA4","ENSG00000243364","EPHA4","ENSG00000116106"
"EFNA4","ENSG00000243364","EPHA5","ENSG00000145242"
"EFNA4","ENSG00000243364","EPHA6","ENSG00000080224"
"EFNA4","ENSG00000243364","EPHA7","ENSG00000135333"
"EFNA4","ENSG00000243364","EPHA8","ENSG00000070886"
"EGFL8","ENSG00000241404","NCR3","ENSG00000236315"
"EGFL8","ENSG00000241404","NCR3","ENSG00000237808"
"EGFL8","ENSG00000241404","NCR3","ENSG00000223833"
"EGFL8","ENSG00000241404","NCR3","ENSG00000237103"
"EGFL8","ENSG00000241404","NCR3","ENSG00000236979"
"EGFL8","ENSG00000241404","NCR3","ENSG00000225211"
"EGFL8","ENSG00000241404","NCR3","ENSG00000206430"
"EGFL8","ENSG00000241404","NCR3","ENSG00000204475"
"EPGN","ENSG00000182585","EGFR","ENSG00000146648"
"EPO","ENSG00000130427","EPOR","ENSG00000187266"
"F10","ENSG00000126218","F3","ENSG00000117525"
"F10","ENSG00000126218","ITGAM","ENSG00000169896"
"F10","ENSG00000126218","ITGB2","ENSG00000160255"
"F11","ENSG00000088926","GP1BA","ENSG00000185245"
"F12","ENSG00000131187","CD93","ENSG00000125810"
"F12","ENSG00000131187","GP1BA","ENSG00000185245"
"F2","ENSG00000180210","F2R","ENSG00000181104"
"F2","ENSG00000180210","F2RL1","ENSG00000164251"
"F2","ENSG00000180210","F2RL2","ENSG00000164220"
"F2","ENSG00000180210","F2RL3","ENSG00000127533"
"F2","ENSG00000180210","GP1BA","ENSG00000185245"
"F2","ENSG00000180210","GP1BB","ENSG00000203618"
"F2","ENSG00000180210","GP9","ENSG00000169704"
"F2","ENSG00000180210","ITGA2B","ENSG00000005961"
"F2","ENSG00000180210","THBD","ENSG00000178726"
"F7","ENSG00000057593","F3","ENSG00000117525"
"F8","ENSG00000185010","ASGR2","ENSG00000161944"
"F8","ENSG00000185010","LDLR","ENSG00000130164"
"F8","ENSG00000185010","LRP1","ENSG00000123384"
"F9","ENSG00000101981","LRP1","ENSG00000123384"
"FBLN1","ENSG00000077942","ITGB1","ENSG00000150093"
"FBLN2","ENSG00000163520","ITGB3","ENSG00000259207"
"FBN1","ENSG00000166147","ITGA5","ENSG00000161638"
"FBN1","ENSG00000166147","ITGAV","ENSG00000138448"
"FBN1","ENSG00000166147","ITGB1","ENSG00000150093"
"FBN1","ENSG00000166147","ITGB3","ENSG00000259207"
"FBN1","ENSG00000166147","ITGB6","ENSG00000115221"
"FCN2","ENSG00000160339","LRP1","ENSG00000123384"
"FGA","ENSG00000171560","CDH5","ENSG00000179776"
"FGA","ENSG00000171560","ITGA2B","ENSG00000005961"
"FGA","ENSG00000171560","ITGA5","ENSG00000161638"
"FGA","ENSG00000171560","ITGAD","ENSG00000156886"
"FGA","ENSG00000171560","ITGAM","ENSG00000169896"
"FGA","ENSG00000171560","ITGAV","ENSG00000138448"
"FGA","ENSG00000171560","ITGAX","ENSG00000140678"
"FGA","ENSG00000171560","ITGB1","ENSG00000150093"
"FGA","ENSG00000171560","ITGB2","ENSG00000160255"
"FGA","ENSG00000171560","ITGB3","ENSG00000259207"
"FGA","ENSG00000171560","PLAUR","ENSG00000011422"
"FGB","ENSG00000171564","ITGA2B","ENSG00000005961"
"FGB","ENSG00000171564","ITGA5","ENSG00000161638"
"FGB","ENSG00000171564","ITGAM","ENSG00000169896"
"FGB","ENSG00000171564","ITGAV","ENSG00000138448"
"FGB","ENSG00000171564","ITGB1","ENSG00000150093"
"FGB","ENSG00000171564","ITGB2","ENSG00000160255"
"FGF10","ENSG00000070193","FGFR1","ENSG00000077782"
"FGF10","ENSG00000070193","FGFR2","ENSG00000066468"
"FGF10","ENSG00000070193","FGFR3","ENSG00000068078"
"FGF10","ENSG00000070193","FGFR4","ENSG00000160867"
"FGF17","ENSG00000158815","FGFR1","ENSG00000077782"
"FGF17","ENSG00000158815","FGFR2","ENSG00000066468"
"FGF17","ENSG00000158815","FGFR3","ENSG00000068078"
"FGF17","ENSG00000158815","FGFR4","ENSG00000160867"
"FGF18","ENSG00000156427","FGFR1","ENSG00000077782"
"FGF18","ENSG00000156427","FGFR2","ENSG00000066468"
"FGF18","ENSG00000156427","FGFR3","ENSG00000068078"
"FGF18","ENSG00000156427","FGFR4","ENSG00000160867"
"FGF19","ENSG00000162344","FGFR1","ENSG00000077782"
"FGF19","ENSG00000162344","FGFR2","ENSG00000066468"
"FGF19","ENSG00000162344","FGFR3","ENSG00000068078"
"FGF19","ENSG00000162344","FGFR4","ENSG00000160867"
"FGF19","ENSG00000162344","KLB","ENSG00000134962"
"FGF21","ENSG00000105550","FGFR2","ENSG00000066468"
"FGF21","ENSG00000105550","FGFR4","ENSG00000160867"
"FGF22","ENSG00000070388","FGFR2","ENSG00000066468"
"FGF23","ENSG00000118972","FGFR1","ENSG00000077782"
"FGF23","ENSG00000118972","FGFR2","ENSG00000066468"
"FGF23","ENSG00000118972","FGFR3","ENSG00000068078"
"FGF23","ENSG00000118972","FGFR4","ENSG00000160867"
"FGF23","ENSG00000118972","PHEX","ENSG00000102174"
"FGF3","ENSG00000186895","FGFR1","ENSG00000077782"
"FGF3","ENSG00000186895","FGFR2","ENSG00000066468"
"FGF3","ENSG00000186895","FGFR3","ENSG00000068078"
"FGF3","ENSG00000186895","FGFR4","ENSG00000160867"
"FGF4","ENSG00000075388","FGFR1","ENSG00000077782"
"FGF4","ENSG00000075388","FGFR2","ENSG00000066468"
"FGF4","ENSG00000075388","FGFR3","ENSG00000068078"
"FGF4","ENSG00000075388","FGFR4","ENSG00000160867"
"FGF4","ENSG00000075388","NRP1","ENSG00000099250"
"FGF5","ENSG00000138675","FGFR1","ENSG00000077782"
"FGF5","ENSG00000138675","FGFR2","ENSG00000066468"
"FGF5","ENSG00000138675","FGFR3","ENSG00000068078"
"FGF5","ENSG00000138675","FGFR4","ENSG00000160867"
"FGF6","ENSG00000111241","FGFR1","ENSG00000077782"
"FGF6","ENSG00000111241","FGFR2","ENSG00000066468"
"FGF6","ENSG00000111241","FGFR3","ENSG00000068078"
"FGF6","ENSG00000111241","FGFR4","ENSG00000160867"
"FGF6","ENSG00000111241","SDC4","ENSG00000124145"
"FGF7","ENSG00000140285","FGFR1","ENSG00000077782"
"FGF7","ENSG00000140285","FGFR2","ENSG00000066468"
"FGF7","ENSG00000140285","FGFR3","ENSG00000068078"
"FGF7","ENSG00000140285","FGFR4","ENSG00000160867"
"FGF7","ENSG00000140285","NRP1","ENSG00000099250"
"FGF8","ENSG00000107831","FGFR1","ENSG00000077782"
"FGF8","ENSG00000107831","FGFR2","ENSG00000066468"
"FGF8","ENSG00000107831","FGFR3","ENSG00000068078"
"FGF8","ENSG00000107831","FGFR4","ENSG00000160867"
"FGG","ENSG00000171557","ITGA2B","ENSG00000005961"
"FGG","ENSG00000171557","ITGA5","ENSG00000161638"
"FGG","ENSG00000171557","ITGAV","ENSG00000138448"
"FGG","ENSG00000171557","ITGB1","ENSG00000150093"
"FGG","ENSG00000171557","ITGB2","ENSG00000160255"
"FGL1","ENSG00000104760","EGFR","ENSG00000146648"
"FN1","ENSG00000115414","C5AR1","ENSG00000197405"
"FN1","ENSG00000115414","CD44","ENSG00000026508"
"FN1","ENSG00000115414","CD79A","ENSG00000105369"
"FN1","ENSG00000115414","COL13A1","ENSG00000197467"
"FN1","ENSG00000115414","FLT4","ENSG00000037280"
"FN1","ENSG00000115414","IL17RC","ENSG00000163702"
"FN1","ENSG00000115414","ITGA2","ENSG00000164171"
"FN1","ENSG00000115414","ITGA2B","ENSG00000005961"
"FN1","ENSG00000115414","ITGA3","ENSG00000005884"
"FN1","ENSG00000115414","ITGA4","ENSG00000115232"
"FN1","ENSG00000115414","ITGA5","ENSG00000161638"
"FN1","ENSG00000115414","ITGA6","ENSG00000091409"
"FN1","ENSG00000115414","ITGA8","ENSG00000077943"
"FN1","ENSG00000115414","ITGA9","ENSG00000291488"
"FN1","ENSG00000115414","ITGA9","ENSG00000144668"
"FN1","ENSG00000115414","ITGAV","ENSG00000138448"
"FN1","ENSG00000115414","ITGB1","ENSG00000150093"
"FN1","ENSG00000115414","ITGB3","ENSG00000259207"
"FN1","ENSG00000115414","ITGB6","ENSG00000115221"
"FN1","ENSG00000115414","ITGB7","ENSG00000139626"
"FN1","ENSG00000115414","ITGB8","ENSG00000105855"
"FN1","ENSG00000115414","MAG","ENSG00000105695"
"FN1","ENSG00000115414","NT5E","ENSG00000135318"
"FN1","ENSG00000115414","PLAUR","ENSG00000011422"
"FN1","ENSG00000115414","ROBO4","ENSG00000154133"
"FN1","ENSG00000115414","SDC2","ENSG00000169439"
"FN1","ENSG00000115414","TMPRSS6","ENSG00000187045"
"FN1","ENSG00000115414","TNFRSF11B","ENSG00000164761"
"FN1","ENSG00000115414","TSHR","ENSG00000165409"
"FSHB","ENSG00000131808","FSHR","ENSG00000170820"
"FST","ENSG00000134363","BMPR1B","ENSG00000138696"
"FST","ENSG00000134363","BMPR2","ENSG00000204217"
"GALP","ENSG00000197487","GALR1","ENSG00000166573"
"GALP","ENSG00000197487","GALR2","ENSG00000182687"
"GALP","ENSG00000197487","GALR3","ENSG00000128310"
"GAL","ENSG00000069482","GALR1","ENSG00000166573"
"GAL","ENSG00000069482","GALR2","ENSG00000182687"
"GAL","ENSG00000069482","GALR3","ENSG00000128310"
"GAL","ENSG00000069482","GPR151","ENSG00000173250"
"GAS6","ENSG00000183087","AXL","ENSG00000167601"
"GAS6","ENSG00000183087","MERTK","ENSG00000153208"
"GAS6","ENSG00000183087","TYRO3","ENSG00000092445"
